17.82, 13.97, 7.91, 4.06, 2.96, 2.68, 3.51, 3.39, 2.98, 2.62, 2.34
17.93, 14.07, 8.01, 4.15, 3.05, 2.77, 3.60, 3.48, 3.07, 2.71, 2.43
17.92, 14.06, 8.00, 4.14, 3.04, 2.76, 3.59, 3.48, 3.06, 2.70, 2.43
17.89, 14.03, 7.97, 4.12, 3.01, 2.74, 3.56, 3.51, 3.10, 2.73, 2.46
17.81, 13.96, 7.90, 4.05, 2.95, 2.67, 3.50, 3.45, 3.03, 2.66, 2.39
17.88, 14.03, 7.97, 4.11, 3.01, 2.73, 3.56, 3.53, 3.11, 2.74, 2.46
17.87, 14.01, 7.96, 4.10, 3.00, 2.72, 3.55, 3.45, 3.03, 2.67, 2.39
17.86, 14.00, 7.94, 4.09, 2.99, 2.71, 3.54, 3.44, 3.02, 2.66, 2.38
17.89, 14.03, 7.97, 4.12, 3.01, 2.74, 3.56, 3.46, 3.05, 2.68, 2.41
